attempt_id,submission_type,submitted_at,duration_s,item_id,item_type,domain,subdomain,is_anchor,is_scored,student_answer,item_score,confidence,answered_at
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q19,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""C""",,1,2026-02-09 00:17:13.903946+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q2,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Borrowing/Mortgages,t,t,"""A""",100.00,2,2026-02-09 00:17:32.886879+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q20,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""D""",,2,2026-02-09 00:17:38.399095+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q21,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""A""",,2,2026-02-09 00:17:50.634957+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q22,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""C""",,2,2026-02-09 00:18:01.346256+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q23,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""C""",,2,2026-02-09 00:18:05.651242+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q24,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""C""",,2,2026-02-09 00:18:15.187245+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q25,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""C""",,2,2026-02-09 00:18:22.526169+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q26,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""D""",,2,2026-02-09 00:18:32.205196+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q27,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""B""",,2,2026-02-09 00:18:42.42699+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q28,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""B""",,2,2026-02-09 00:18:53.649612+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q29,,Risk and Return Knowledge,Interest Rates & Bonds,t,t,"""E""",0.00,1,2026-02-09 00:19:04.63533+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q3,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation,t,t,"""A""",100.00,2,2026-02-09 00:19:15.985103+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q30,,Risk and Return Knowledge,Risk-Return Tradeoff,t,t,"""A""",100.00,2,2026-02-09 00:19:31.83584+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q31,,Risk and Return Knowledge,Stock Market Function,t,t,"""C""",100.00,1,2026-02-09 00:19:40.452855+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q32,,Risk and Return Knowledge,Long-Term Asset Returns,t,t,"""B""",0.00,1,2026-02-09 00:19:49.25225+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q33,,Risk and Return Knowledge,Probability (% to Count),t,t,"""C""",100.00,2,2026-02-09 00:20:08.13274+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q34,,Risk and Return Knowledge,Diversification Effect,t,t,"""B""",100.00,2,2026-02-09 00:20:16.303915+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q35,,Risk and Return Knowledge,Risk-Return Relationship,t,t,"""A""",100.00,1,2026-02-09 00:20:25.116219+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q36,,Risk and Return Knowledge,Diversification Principle,t,t,"""A""",100.00,1,2026-02-09 00:20:33.052029+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q37,,Risk and Return Knowledge,Insurance Types,t,t,"""B""",0.00,1,2026-02-09 00:20:43.370756+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q38,,Risk and Return Knowledge,Inflation Protection,t,t,"""E""",0.00,1,2026-02-09 00:21:05.104029+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q39,,Risk and Return Knowledge,Stocks vs Bonds Risk,t,t,"""A""",100.00,1,2026-02-09 00:21:11.503038+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q4,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Borrowing/Interest,t,t,"""B""",100.00,2,2026-02-09 00:21:16.635161+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q40,,Risk and Return Knowledge,2008 Financial Crisis,t,t,"""C""",0.00,1,2026-02-09 00:21:26.251973+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q5,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Emergency Fund,t,t,"""C""",100.00,2,2026-02-09 00:21:35.888879+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q6,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation (Lowering),t,t,"""B""",100.00,2,2026-02-09 00:21:45.071338+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q7,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation (Fixed Income),t,t,"""C""",100.00,2,2026-02-09 00:21:59.269866+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q8,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Auto Loans,t,t,"""B""",0.00,2,2026-02-09 00:22:04.290024+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q9,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Budgeting,t,t,"""A""",100.00,2,2026-02-09 00:22:15.434852+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q11_Lower_TF,Lower_TF,Risk Management,Diversification (Stock vs Fund),f,t,"""A""",0.00,2,2026-02-09 00:22:25.905908+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q2_Lower_TF,Lower_TF,Borrowing & Credit,Borrowing/Mortgages,f,t,"""A""",0.00,2,2026-02-09 00:22:30.955061+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q3_Lower_MCQ,Lower_MCQ,Borrowing & Credit,Inflation,f,t,"""A""",100.00,2,2026-02-09 00:22:40.704284+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q13_Lower_MCQ,Lower_MCQ,Risk Management,Insurance Deductible,f,t,"""A""",100.00,2,2026-02-09 00:22:43.525458+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q8_Lower_MCQ,Lower_MCQ,Borrowing & Credit,Auto Loans,f,t,"""A""",100.00,2,2026-02-09 00:22:48.843953+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q39_Same_MCQ,Same_MCQ,Investment & Risk,Stocks vs Bonds Risk,f,t,"""A""",100.00,2,2026-02-09 00:22:54.352347+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q31_Same_MCQ,Same_MCQ,Investment & Risk,Stock Market Function,f,t,"""B""",100.00,2,2026-02-09 00:23:02.0204+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q10_Open_Diagnose,Open_Diagnose,Borrowing & Credit,Credit Reports,f,t,"""I should have put C. You can check your credit score from a couple of sources.""",100.00,1,2026-02-09 00:24:16.349128+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q36_Open_Confirm,Open_Confirm,Investment & Risk,Diversification Principle,f,t,"""If you put all your money into one thing like a stock and it loses value, you lose all your money. I f you use a mutual fund you only lose some money.""",100.00,1,2026-02-09 00:24:56.759261+00
001ecfb2-a613-4263-aedc-3e86370b9f11,pre,2026-02-09 00:26:25.323+00,674,Q35_Open_Confirm,Open_Confirm,Investment & Risk,Risk-Return Relationship,f,t,"""High rewards typically involve high risk because if it was low risk everyone would do it, so it would be worth less.""",100.00,1,2026-02-09 00:25:27.667818+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q1,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Compound Interest,t,t,"""A""",100.00,2,2026-02-08 18:35:25.252243+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q10,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Credit Reports,t,t,"""C""",100.00,2,2026-02-08 18:35:51.890744+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q11,,Behavioral and Risk Management Knowledge,Risk Diversification,t,t,"""B""",100.00,3,2026-02-08 18:36:07.431282+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q12,,Behavioral and Risk Management Knowledge,Insurance,t,t,"""A""",100.00,2,2026-02-08 18:36:29.607638+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q13,,Behavioral and Risk Management Knowledge,Insurance,t,t,"""A""",100.00,3,2026-02-08 18:36:44.501284+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q14,,Behavioral and Risk Management Knowledge,Risk Diversification,t,t,"""B""",100.00,1,2026-02-08 18:37:00.340292+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q15,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""D""",,1,2026-02-08 18:37:23.554899+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q16,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""C""",,3,2026-02-08 18:37:41.410273+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q17,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""C""",,2,2026-02-08 18:38:00.766082+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q18,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""D""",,2,2026-02-08 18:38:38.058979+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q19,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""C""",,3,2026-02-08 18:38:51.3309+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q2,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Borrowing/Mortgages,t,t,"""A""",100.00,3,2026-02-08 18:39:04.817215+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q20,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""D""",,1,2026-02-08 18:39:17.327148+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q21,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""C""",,3,2026-02-08 18:39:40.434692+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q22,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""D""",,2,2026-02-08 18:39:59.000264+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q23,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""A""",,2,2026-02-08 18:40:03.928391+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q24,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""B""",,3,2026-02-08 18:40:10.928375+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q25,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""C""",,3,2026-02-08 18:40:26.735417+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q26,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""C""",,3,2026-02-08 18:40:45.600682+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q27,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""C""",,3,2026-02-08 18:41:02.462945+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q29,,Risk and Return Knowledge,Interest Rates & Bonds,t,t,"""B""",100.00,2,2026-02-08 18:41:21.964126+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q28,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""B""",,3,2026-02-08 18:41:21.964126+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q3,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation,t,t,"""A""",100.00,3,2026-02-08 18:41:37.481351+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q30,,Risk and Return Knowledge,Risk-Return Tradeoff,t,t,"""A""",100.00,3,2026-02-08 18:41:48.181475+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q31,,Risk and Return Knowledge,Stock Market Function,t,t,"""C""",100.00,2,2026-02-08 18:41:51.433756+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q32,,Risk and Return Knowledge,Long-Term Asset Returns,t,t,"""C""",100.00,1,2026-02-08 18:41:53.812415+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q33,,Risk and Return Knowledge,Probability (% to Count),t,t,"""C""",100.00,3,2026-02-08 18:42:09.148971+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q34,,Risk and Return Knowledge,Diversification Effect,t,t,"""B""",100.00,3,2026-02-08 18:42:27.954907+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q35,,Risk and Return Knowledge,Risk-Return Relationship,t,t,"""A""",100.00,3,2026-02-08 18:42:40.499792+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q36,,Risk and Return Knowledge,Diversification Principle,t,t,"""A""",100.00,3,2026-02-08 18:42:54.279983+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q37,,Risk and Return Knowledge,Insurance Types,t,t,"""C""",100.00,3,2026-02-08 18:43:08.095872+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q38,,Risk and Return Knowledge,Inflation Protection,t,t,"""B""",0.00,3,2026-02-08 18:43:20.396024+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q39,,Risk and Return Knowledge,Stocks vs Bonds Risk,t,t,"""B""",0.00,3,2026-02-08 18:43:25.244065+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q4,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Borrowing/Interest,t,t,"""A""",0.00,3,2026-02-08 18:43:26.515041+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q40,,Risk and Return Knowledge,2008 Financial Crisis,t,t,"""C""",0.00,2,2026-02-08 18:43:30.844872+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q5,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Emergency Fund,t,t,"""B""",0.00,3,2026-02-08 18:43:34.944168+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q6,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation (Lowering),t,t,"""A""",0.00,3,2026-02-08 18:43:49.346442+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q7,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation (Fixed Income),t,t,"""C""",100.00,3,2026-02-08 18:44:01.448338+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q8,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Auto Loans,t,t,"""C""",100.00,3,2026-02-08 18:44:12.074981+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q9,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Budgeting,t,t,"""A""",100.00,3,2026-02-08 18:44:18.163854+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q32_Lower_TF,Lower_TF,Investment & Risk,Long-Term Asset Returns,f,t,"""A""",0.00,3,2026-02-08 18:44:26.36573+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q39_Lower_MCQ,Lower_MCQ,Investment & Risk,Stocks vs Bonds Risk,f,t,"""A""",100.00,3,2026-02-08 18:44:40.087553+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q38_Lower_MCQ,Lower_MCQ,Investment & Risk,Inflation Protection,f,t,"""A""",100.00,3,2026-02-08 18:44:53.698331+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q6_Lower_MCQ,Lower_MCQ,Borrowing & Credit,Inflation (Lowering),f,t,"""A""",100.00,3,2026-02-08 18:45:16.283883+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q40_Lower_MCQ,Lower_MCQ,Investment & Risk,2008 Financial Crisis,f,t,"""D""",0.00,3,2026-02-08 18:45:19.691937+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q12_Same_MCQ,Same_MCQ,Risk Management,Health Insurance Purpose,f,t,"""D""",0.00,3,2026-02-08 18:45:29.461863+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q10_Same_MCQ,Same_MCQ,Borrowing & Credit,Credit Reports,f,t,"""D""",0.00,3,2026-02-08 18:45:31.346865+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q5_Open_Diagnose,Open_Diagnose,Borrowing & Credit,Emergency Fund,f,t,"""I would say see just because of the guidelines for emergencies savings to have enough funds to cover 3 to 6 months this with insurance and financial safety net in case of job loss.""",100.00,3,2026-02-08 18:45:54.732937+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q4_Open_Diagnose,Open_Diagnose,Borrowing & Credit,Borrowing/Interest,f,t,"""I would have to say B, because the amount of interest paid is the fee charge for borrowing the money therefore, your friend would be required to return that exact amount borrowed.""",100.00,3,2026-02-08 18:46:38.49217+00
02a22b1f-2e74-4737-ae4a-98db698b32ff,pre,2026-02-08 18:48:26.884+00,781,Q14_Open_Confirm,Open_Confirm,Risk Management,Diversification Principle,f,t,"""It would be diversification would be the cause of reducing risk because different assets often react differently. 11 investment is performing poorly. Another may be performing well therefore can have you a good overall system.""",100.00,2,2026-02-08 18:47:56.040186+00
030ad865-6ab9-478a-baec-b6fe2da8d2ae,pre,2026-02-08 23:08:51.588+00,349771,Q1,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Compound Interest,t,t,"""A""",100.00,3,2026-02-04 21:59:20.377807+00
030ad865-6ab9-478a-baec-b6fe2da8d2ae,pre,2026-02-08 23:08:51.588+00,349771,Q10,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Credit Reports,t,t,"""A""",0.00,2,2026-02-04 21:59:32.523066+00
030ad865-6ab9-478a-baec-b6fe2da8d2ae,pre,2026-02-08 23:08:51.588+00,349771,Q11,,Behavioral and Risk Management Knowledge,Risk Diversification,t,t,"""C""",0.00,3,2026-02-08 22:59:59.398308+00
030ad865-6ab9-478a-baec-b6fe2da8d2ae,pre,2026-02-08 23:08:51.588+00,349771,Q12,,Behavioral and Risk Management Knowledge,Insurance,t,t,"""A""",100.00,3,2026-02-08 23:00:06.114371+00
030ad865-6ab9-478a-baec-b6fe2da8d2ae,pre,2026-02-08 23:08:51.588+00,349771,Q13,,Behavioral and Risk Management Knowledge,Insurance,t,t,"""D""",0.00,3,2026-02-08 23:00:17.107109+00
030ad865-6ab9-478a-baec-b6fe2da8d2ae,pre,2026-02-08 23:08:51.588+00,349771,Q14,,Behavioral and Risk Management Knowledge,Risk Diversification,t,t,"""D""",0.00,3,2026-02-08 23:00:20.16255+00
030ad865-6ab9-478a-baec-b6fe2da8d2ae,pre,2026-02-08 23:08:51.588+00,349771,Q15,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""D""",,3,2026-02-08 23:00:44.25952+00
030ad865-6ab9-478a-baec-b6fe2da8d2ae,pre,2026-02-08 23:08:51.588+00,349771,Q16,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""B""",,3,2026-02-08 23:01:10.050609+00
030ad865-6ab9-478a-baec-b6fe2da8d2ae,pre,2026-02-08 23:08:51.588+00,349771,Q17,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""C""",,3,2026-02-08 23:01:12.652924+00
030ad865-6ab9-478a-baec-b6fe2da8d2ae,pre,2026-02-08 23:08:51.588+00,349771,Q18,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""D""",,3,2026-02-08 23:01:21.443866+00
030ad865-6ab9-478a-baec-b6fe2da8d2ae,pre,2026-02-08 23:08:51.588+00,349771,Q19,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""D""",,3,2026-02-08 23:01:36.734183+00
030ad865-6ab9-478a-baec-b6fe2da8d2ae,pre,2026-02-08 23:08:51.588+00,349771,Q2,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Borrowing/Mortgages,t,t,"""C""",0.00,3,2026-02-08 23:02:12.294218+00
030ad865-6ab9-478a-baec-b6fe2da8d2ae,pre,2026-02-08 23:08:51.588+00,349771,Q20,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""C""",,3,2026-02-08 23:02:15.73454+00
030ad865-6ab9-478a-baec-b6fe2da8d2ae,pre,2026-02-08 23:08:51.588+00,349771,Q21,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""A""",,3,2026-02-08 23:02:47.418336+00
030ad865-6ab9-478a-baec-b6fe2da8d2ae,pre,2026-02-08 23:08:51.588+00,349771,Q22,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""B""",,3,2026-02-08 23:02:54.902717+00
030ad865-6ab9-478a-baec-b6fe2da8d2ae,pre,2026-02-08 23:08:51.588+00,349771,Q23,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""A""",,3,2026-02-08 23:03:21.04927+00
030ad865-6ab9-478a-baec-b6fe2da8d2ae,pre,2026-02-08 23:08:51.588+00,349771,Q24,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""A""",,3,2026-02-08 23:03:56.302358+00
