user_id,attempt_id,wave,item_id,anchor_item_id,domain,subdomain,score,confidence,correct
010e87c8-d3f6-401b-bc8a-beb610e9cf0d,2a248e97-6ef7-44e1-99b1-2ee56d0fa15e,pre,Q36,,Risk and Return Knowledge,Diversification Principle,100.00,2,1
010e87c8-d3f6-401b-bc8a-beb610e9cf0d,2a248e97-6ef7-44e1-99b1-2ee56d0fa15e,pre,Q37,,Risk and Return Knowledge,Insurance Types,100.00,1,1
010e87c8-d3f6-401b-bc8a-beb610e9cf0d,2a248e97-6ef7-44e1-99b1-2ee56d0fa15e,pre,Q38,,Risk and Return Knowledge,Inflation Protection,0.00,1,0
010e87c8-d3f6-401b-bc8a-beb610e9cf0d,2a248e97-6ef7-44e1-99b1-2ee56d0fa15e,pre,Q39,,Risk and Return Knowledge,Stocks vs Bonds Risk,100.00,1,1
010e87c8-d3f6-401b-bc8a-beb610e9cf0d,2a248e97-6ef7-44e1-99b1-2ee56d0fa15e,pre,Q4,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Borrowing/Interest,100.00,2,1
010e87c8-d3f6-401b-bc8a-beb610e9cf0d,2a248e97-6ef7-44e1-99b1-2ee56d0fa15e,pre,Q40,,Risk and Return Knowledge,2008 Financial Crisis,0.00,2,0
010e87c8-d3f6-401b-bc8a-beb610e9cf0d,2a248e97-6ef7-44e1-99b1-2ee56d0fa15e,pre,Q5,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Emergency Fund,100.00,1,1
010e87c8-d3f6-401b-bc8a-beb610e9cf0d,2a248e97-6ef7-44e1-99b1-2ee56d0fa15e,pre,Q6,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation (Lowering),0.00,2,0
010e87c8-d3f6-401b-bc8a-beb610e9cf0d,2a248e97-6ef7-44e1-99b1-2ee56d0fa15e,pre,Q7,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation (Fixed Income),100.00,2,1
010e87c8-d3f6-401b-bc8a-beb610e9cf0d,2a248e97-6ef7-44e1-99b1-2ee56d0fa15e,pre,Q8,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Auto Loans,100.00,2,1
010e87c8-d3f6-401b-bc8a-beb610e9cf0d,2a248e97-6ef7-44e1-99b1-2ee56d0fa15e,pre,Q9,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Budgeting,0.00,2,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q1,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Compound Interest,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q10,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Credit Reports,100.00,2,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q11,,Behavioral and Risk Management Knowledge,Risk Diversification,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q12,,Behavioral and Risk Management Knowledge,Insurance,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q13,,Behavioral and Risk Management Knowledge,Insurance,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q14,,Behavioral and Risk Management Knowledge,Risk Diversification,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q15,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,2,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q16,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q17,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q18,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q19,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,2,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q2,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Borrowing/Mortgages,100.00,2,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q20,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q21,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q22,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q23,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q24,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,2,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q25,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q26,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q27,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,2,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q28,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q29,,Risk and Return Knowledge,Interest Rates & Bonds,100.00,2,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q3,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q30,,Risk and Return Knowledge,Risk-Return Tradeoff,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q31,,Risk and Return Knowledge,Stock Market Function,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q32,,Risk and Return Knowledge,Long-Term Asset Returns,100.00,2,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q33,,Risk and Return Knowledge,Probability (% to Count),100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q34,,Risk and Return Knowledge,Diversification Effect,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q35,,Risk and Return Knowledge,Risk-Return Relationship,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q36,,Risk and Return Knowledge,Diversification Principle,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q37,,Risk and Return Knowledge,Insurance Types,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q38,,Risk and Return Knowledge,Inflation Protection,0.00,3,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q39,,Risk and Return Knowledge,Stocks vs Bonds Risk,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q4,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Borrowing/Interest,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q40,,Risk and Return Knowledge,2008 Financial Crisis,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q5,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Emergency Fund,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q6,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation (Lowering),100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q7,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation (Fixed Income),100.00,2,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q8,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Auto Loans,0.00,2,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,bf784967-d138-4173-b439-ae3542bfd397,post,Q9,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Budgeting,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q1,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Compound Interest,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q10,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Credit Reports,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q11,,Behavioral and Risk Management Knowledge,Risk Diversification,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q12,,Behavioral and Risk Management Knowledge,Insurance,100.00,2,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q13,,Behavioral and Risk Management Knowledge,Insurance,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q14,,Behavioral and Risk Management Knowledge,Risk Diversification,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q15,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,2,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q16,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,2,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q17,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q18,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q19,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q2,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Borrowing/Mortgages,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q20,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q21,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q22,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,2,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q23,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q24,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q25,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q26,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q27,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q28,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q29,,Risk and Return Knowledge,Interest Rates & Bonds,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q3,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation,0.00,3,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q30,,Risk and Return Knowledge,Risk-Return Tradeoff,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q31,,Risk and Return Knowledge,Stock Market Function,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q32,,Risk and Return Knowledge,Long-Term Asset Returns,100.00,2,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q33,,Risk and Return Knowledge,Probability (% to Count),100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q34,,Risk and Return Knowledge,Diversification Effect,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q35,,Risk and Return Knowledge,Risk-Return Relationship,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q36,,Risk and Return Knowledge,Diversification Principle,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q37,,Risk and Return Knowledge,Insurance Types,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q38,,Risk and Return Knowledge,Inflation Protection,0.00,3,0
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q39,,Risk and Return Knowledge,Stocks vs Bonds Risk,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q4,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Borrowing/Interest,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q40,,Risk and Return Knowledge,2008 Financial Crisis,100.00,2,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q5,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Emergency Fund,100.00,2,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q6,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation (Lowering),100.00,2,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q7,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation (Fixed Income),100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q8,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Auto Loans,100.00,3,1
0154b794-0ced-4ba0-bb83-f26ba2fa39fa,0aa678d0-2bf4-42ed-992f-daf67332cb9f,pre,Q9,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Budgeting,100.00,3,1
0194ccbb-e1b1-4c13-bcde-5ca2122e440d,6f24b0bf-1005-42d7-b146-b7358ccab43a,post,Q1,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Compound Interest,100.00,3,1
0194ccbb-e1b1-4c13-bcde-5ca2122e440d,6f24b0bf-1005-42d7-b146-b7358ccab43a,post,Q10,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Credit Reports,100.00,3,1
0194ccbb-e1b1-4c13-bcde-5ca2122e440d,6f24b0bf-1005-42d7-b146-b7358ccab43a,post,Q11,,Behavioral and Risk Management Knowledge,Risk Diversification,100.00,2,1
0194ccbb-e1b1-4c13-bcde-5ca2122e440d,6f24b0bf-1005-42d7-b146-b7358ccab43a,post,Q12,,Behavioral and Risk Management Knowledge,Insurance,100.00,3,1
0194ccbb-e1b1-4c13-bcde-5ca2122e440d,6f24b0bf-1005-42d7-b146-b7358ccab43a,post,Q13,,Behavioral and Risk Management Knowledge,Insurance,100.00,2,1
0194ccbb-e1b1-4c13-bcde-5ca2122e440d,6f24b0bf-1005-42d7-b146-b7358ccab43a,post,Q14,,Behavioral and Risk Management Knowledge,Risk Diversification,100.00,3,1
0194ccbb-e1b1-4c13-bcde-5ca2122e440d,6f24b0bf-1005-42d7-b146-b7358ccab43a,post,Q15,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,2,0
0194ccbb-e1b1-4c13-bcde-5ca2122e440d,6f24b0bf-1005-42d7-b146-b7358ccab43a,post,Q16,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0194ccbb-e1b1-4c13-bcde-5ca2122e440d,6f24b0bf-1005-42d7-b146-b7358ccab43a,post,Q17,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0194ccbb-e1b1-4c13-bcde-5ca2122e440d,6f24b0bf-1005-42d7-b146-b7358ccab43a,post,Q18,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0194ccbb-e1b1-4c13-bcde-5ca2122e440d,6f24b0bf-1005-42d7-b146-b7358ccab43a,post,Q19,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0194ccbb-e1b1-4c13-bcde-5ca2122e440d,6f24b0bf-1005-42d7-b146-b7358ccab43a,post,Q2,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Borrowing/Mortgages,100.00,2,1
0194ccbb-e1b1-4c13-bcde-5ca2122e440d,6f24b0bf-1005-42d7-b146-b7358ccab43a,post,Q20,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0194ccbb-e1b1-4c13-bcde-5ca2122e440d,6f24b0bf-1005-42d7-b146-b7358ccab43a,post,Q21,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0194ccbb-e1b1-4c13-bcde-5ca2122e440d,6f24b0bf-1005-42d7-b146-b7358ccab43a,post,Q22,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0194ccbb-e1b1-4c13-bcde-5ca2122e440d,6f24b0bf-1005-42d7-b146-b7358ccab43a,post,Q23,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0194ccbb-e1b1-4c13-bcde-5ca2122e440d,6f24b0bf-1005-42d7-b146-b7358ccab43a,post,Q24,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
0194ccbb-e1b1-4c13-bcde-5ca2122e440d,6f24b0bf-1005-42d7-b146-b7358ccab43a,post,Q25,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,2,0
0194ccbb-e1b1-4c13-bcde-5ca2122e440d,6f24b0bf-1005-42d7-b146-b7358ccab43a,post,Q26,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
